date,Payrolls - New York-Newark-Jersey City (000s) Period Chg,Payrolls - Los Angeles-Long Beach-Anaheim (000s) Period Chg,Payrolls - Chicago-Naperville-Elgin (000s) Period Chg,Payrolls - Dallas-Fort Worth-Arlington (000s) Period Chg,Payrolls - Houston-Pasadena-The Woodlands (000s) Period Chg,Payrolls - Washington-Arlington-Alexandria (000s) Period Chg,Payrolls - Philadelphia-Camden-Wilmington (000s) Period Chg,Payrolls - Atlanta-Sandy Springs-Roswell (000s) Period Chg,Payrolls - Miami-Fort Lauderdale-West Palm Beach (000s) Period Chg,Payrolls - Boston-Cambridge-Newton (000s) Period Chg,Payrolls - Phoenix-Mesa-Chandler (000s) Period Chg,Payrolls - Seattle-Tacoma-Bellevue (000s) Period Chg,Payrolls - Detroit-Warren-Dearborn (000s) Period Chg,Payrolls - Minneapolis-St. Paul-Bloomington (000s) Period Chg,Payrolls - Riverside-San Bernardino-Ontario (000s) Period Chg,Payrolls - Denver-Aurora-Centennial (000s) Period Chg,Payrolls - San Diego-Chula Vista-Carlsbad (000s) Period Chg,Payrolls - Tampa-St. Petersburg-Clearwater (000s) Period Chg,Payrolls - Orlando-Kissimmee-Sanford (000s) Period Chg,Payrolls - Baltimore-Columbia-Towson (000s) Period Chg,Payrolls - Austin-Round Rock-San Marcos (000s) Period Chg,Payrolls - Charlotte-Concord-Gastonia (000s) Period Chg,Payrolls - Portland-Vancouver-Hillsboro (000s) Period Chg,Payrolls - Nashville-Davidson-Murfreesboro-Franklin (000s) Period Chg,Payrolls - Pittsburgh (000s) Period Chg,Payrolls - San Antonio-New Braunfels (000s) Period Chg,"Payrolls - Columbus, OH (000s) Period Chg",Payrolls - Las Vegas-Henderson-North Las Vegas (000s) Period Chg,Payrolls - Cincinnati (000s) Period Chg,Payrolls - Indianapolis-Carmel-Greenwood (000s) Period Chg,Payrolls - Kansas City (000s) Period Chg,Payrolls - Sacramento-Roseville-Folsom (000s) Period Chg,Payrolls - Cleveland (000s) Period Chg,Payrolls - Salt Lake City-Murray (000s) Period Chg,Payrolls - Raleigh-Cary (000s) Period Chg,Payrolls - San Francisco-Oakland-Fremont (000s) Period Chg,Payrolls - San Jose-Sunnyvale-Santa Clara (000s) Period Chg,Payrolls - Santa Rosa-Petaluma (000s) Period Chg,Payrolls - Vallejo (000s) Period Chg,Payrolls - Napa (000s) Period Chg
2019-04-01,0.1,-0.14,0.12,0.2,0.15,0.04,0.22,-0.02,0.1,0.07,0.24,0.18,-0.23,0.24,0.39,0.51,0.06,0.07,0.13,-0.17,0.3,0.09,0.22,0.32,0.14,0.19,0.18,0.23,0.13,0.36,0.57,0.03,0.03,0.71,0.03,0.16,-0.18,-0.29,0.35,0.0
2019-05-01,-0.05,0.01,0.22,0.3,0.24,0.08,0.02,0.12,-0.05,0.21,0.37,0.28,0.16,0.07,0.08,0.2,0.06,0.2,0.13,0.03,0.22,0.07,0.16,0.18,-0.08,0.14,0.06,0.13,0.13,0.04,0.08,0.22,0.1,0.31,0.03,0.18,0.15,0.14,-0.07,0.4
2019-06-01,0.1,0.19,0.1,0.17,0.09,0.09,0.09,0.14,0.03,0.17,0.04,0.3,0.11,0.18,0.36,0.33,0.17,0.06,0.08,0.06,0.13,0.26,0.16,0.04,0.11,0.17,0.18,-0.09,0.1,0.04,0.01,0.06,-0.04,-0.12,-0.02,0.16,0.08,0.05,-0.14,-0.4
2019-07-01,-0.04,0.08,0.06,0.5,0.4,-0.01,0.13,0.14,0.43,-0.0,0.23,0.13,-0.12,-0.02,0.19,0.45,0.17,0.28,0.24,-0.21,0.69,0.18,0.24,0.14,-0.07,0.07,0.22,0.44,0.04,0.22,-0.2,0.26,0.24,-0.19,0.16,0.24,0.28,0.53,-0.07,0.27
2019-08-01,0.08,0.03,-0.04,0.26,0.24,-0.13,0.18,0.25,0.41,0.09,0.68,0.21,0.31,0.17,0.52,0.13,0.15,0.22,0.36,0.09,0.45,0.41,0.2,0.25,0.18,0.38,0.13,0.17,0.05,0.04,0.26,0.22,-0.04,0.52,0.28,0.41,0.35,0.57,0.28,0.53
2019-09-01,0.05,0.18,-0.14,0.15,0.16,0.17,0.05,0.27,-0.25,0.13,0.15,-0.1,-0.12,-0.15,-0.12,0.15,-0.15,0.29,-0.12,-0.01,0.19,0.14,0.01,0.13,0.03,0.06,0.13,-0.03,0.23,-0.01,0.14,0.04,0.01,0.26,0.33,-0.16,-0.06,0.14,0.49,-0.27
2019-10-01,0.05,-0.01,0.17,0.32,-0.04,0.33,0.06,0.03,0.45,0.16,0.18,0.2,-0.18,0.15,0.73,0.06,0.45,0.1,0.27,0.22,0.23,0.2,0.07,-0.55,-0.04,0.04,0.16,0.1,0.17,0.25,0.14,0.31,-0.1,0.25,0.4,0.03,0.21,-0.05,-0.98,0.0
2019-11-01,0.33,0.33,0.01,0.52,0.2,0.21,0.26,0.21,0.28,0.2,0.38,0.24,0.35,-0.08,0.84,0.19,0.34,0.33,0.19,0.23,0.53,0.29,0.26,0.88,0.03,0.26,0.23,0.85,0.24,0.33,0.14,0.28,0.09,0.17,0.23,0.35,0.37,-0.05,0.14,-0.13
2019-12-01,0.04,-0.02,0.11,0.05,0.02,0.14,-0.01,0.24,0.15,0.12,0.39,0.47,0.28,0.21,0.08,0.14,-0.18,0.21,0.28,0.28,0.31,-0.06,0.17,0.3,-0.07,0.16,0.16,0.5,0.1,0.03,0.24,-0.12,0.06,0.05,0.21,0.12,0.27,0.1,-0.07,-0.13
2020-01-01,0.34,0.65,0.19,0.15,0.29,0.21,0.14,0.21,-0.01,0.26,0.14,0.09,-0.32,0.4,0.29,0.12,0.42,0.26,0.13,-0.36,0.53,0.64,0.18,0.33,-0.23,0.08,-0.02,-0.06,-0.11,-0.07,-0.09,0.54,-0.1,-0.16,0.55,0.41,0.41,0.43,0.78,0.4
2020-02-01,0.06,0.11,-0.11,0.14,0.13,0.14,0.14,0.01,0.07,0.04,0.02,0.28,0.14,-0.07,0.03,-0.05,0.26,0.31,0.16,-0.07,0.07,0.16,-0.01,-0.08,0.17,-0.12,-0.04,-0.01,-0.16,0.14,0.33,0.07,0.06,0.39,0.23,0.05,0.09,0.24,0.56,0.13
2020-03-01,-1.24,-1.29,-1.03,-0.56,-0.69,-0.74,-0.86,-0.69,-1.18,-1.03,-0.44,-0.81,-1.01,-0.82,-0.62,-0.28,-1.17,-0.77,-0.78,-0.67,-0.58,-0.64,-1.1,-0.42,-1.02,-0.47,-1.0,-0.53,-0.78,-1.17,-0.48,-0.65,-1.13,-0.18,-0.26,-1.15,-1.16,-1.13,-0.84,-1.73
2020-04-01,-18.84,-15.69,-13.19,-10.92,-10.87,-11.71,-16.47,-13.11,-15.37,-17.0,-10.9,-11.2,-25.37,-14.29,-13.36,-12.67,-15.97,-11.87,-14.86,-12.85,-11.98,-11.8,-13.31,-13.05,-18.18,-11.95,-13.09,-25.75,-14.38,-12.31,-12.24,-12.96,-14.41,-8.71,-12.11,-15.15,-12.47,-18.0,-14.27,-22.87
2020-05-01,1.53,0.7,0.29,2.17,1.91,0.21,2.21,2.55,3.54,1.31,3.46,-0.59,4.06,0.9,1.56,2.22,0.74,4.1,-4.06,1.02,2.32,1.99,0.61,1.69,4.29,2.59,3.7,-0.33,2.83,2.86,2.75,1.44,3.07,2.39,1.8,1.66,1.72,1.92,1.07,3.86
2020-06-01,2.01,3.29,2.19,2.08,1.49,1.12,3.16,2.49,4.55,2.47,2.52,2.37,11.44,3.18,5.2,2.05,4.53,2.99,3.63,2.45,2.48,3.26,2.88,3.55,5.47,2.7,3.47,9.82,4.41,3.17,3.18,3.52,3.63,0.94,3.2,1.76,1.62,4.45,3.57,6.42
2020-07-01,2.64,0.43,2.16,0.94,-0.01,1.88,3.06,0.99,0.18,2.65,-0.84,1.07,3.38,1.4,-0.37,0.96,0.83,0.17,3.08,1.55,1.5,1.51,1.49,1.15,0.86,-0.29,1.32,3.74,1.54,2.03,1.24,0.88,0.84,1.06,1.37,0.49,0.47,1.04,0.63,1.43
2020-08-01,2.18,0.22,1.36,0.82,0.48,1.44,1.05,1.18,-0.19,2.04,1.24,0.74,1.62,1.32,1.22,1.05,0.43,1.0,0.75,0.28,1.11,0.76,1.18,1.36,1.23,1.14,0.87,0.79,0.79,1.21,1.01,0.25,0.59,0.92,1.48,0.55,0.42,0.11,-0.16,0.31
2020-09-01,1.82,0.86,0.37,0.65,0.54,0.91,1.01,0.56,1.18,1.17,0.67,0.76,1.17,0.67,1.3,0.94,1.23,0.07,0.69,1.39,0.88,0.88,0.38,0.53,0.55,0.85,0.59,0.83,0.98,0.49,-0.15,1.21,1.07,0.6,1.17,0.55,0.81,0.59,0.08,0.31
2020-10-01,1.24,1.85,0.91,1.2,0.77,0.16,0.97,1.24,0.8,1.04,0.99,0.28,1.56,1.17,1.41,0.88,1.65,1.01,1.61,0.32,1.09,1.67,0.35,1.57,0.39,0.83,0.61,1.27,0.6,0.87,0.67,1.42,0.59,0.85,0.98,1.15,0.36,0.54,0.78,0.47
2020-11-01,-0.07,0.53,-0.65,0.39,0.41,0.09,0.08,0.35,0.42,0.29,0.61,0.29,-0.09,0.13,0.52,0.21,0.21,0.52,1.41,0.11,0.54,0.35,0.32,1.27,0.21,0.36,0.24,0.72,0.14,0.15,0.23,0.3,0.18,0.52,0.6,0.13,0.29,0.32,-0.08,0.77
2020-12-01,0.14,-0.85,0.02,0.53,0.24,0.25,-0.34,0.67,0.51,-0.29,0.42,-0.42,-1.43,-1.63,-0.31,-0.68,-1.09,0.65,0.69,0.37,0.82,0.36,-1.09,0.53,-0.81,0.52,0.34,0.01,0.26,0.02,0.31,-0.53,0.09,0.35,0.69,-0.35,-0.17,-0.05,0.31,-0.15
2021-01-01,0.29,-0.57,0.69,0.36,0.12,0.15,0.74,0.43,0.57,0.29,0.39,-0.27,0.97,1.73,-0.63,0.96,-0.5,0.26,-0.41,0.43,0.38,-0.08,0.66,-0.17,0.58,-0.09,0.74,0.28,0.86,0.62,0.27,0.27,0.48,0.89,0.23,-0.24,-0.11,-0.8,-0.39,-2.62
2021-02-01,0.16,1.5,0.69,-0.34,-0.47,0.04,0.17,0.31,0.45,0.44,0.37,0.58,1.3,0.35,1.8,0.71,1.97,0.3,0.46,0.04,-0.33,0.21,0.5,-0.24,0.25,-0.65,-0.02,1.06,-0.3,-0.06,-0.42,1.04,0.03,0.11,0.31,0.97,0.96,1.67,0.7,3.32
2021-03-01,0.53,0.88,0.3,1.06,0.9,0.34,0.61,0.28,0.44,0.38,0.55,0.64,0.2,0.63,0.41,0.59,0.65,0.51,0.74,0.63,1.17,0.22,0.93,0.75,0.53,1.23,0.13,1.24,0.44,0.54,0.92,0.65,0.14,0.38,0.74,0.65,0.43,0.69,0.77,1.53
2021-04-01,0.58,1.28,0.44,0.35,0.33,0.47,0.31,0.1,0.3,0.67,0.09,0.63,-0.84,0.27,0.8,0.31,0.93,-0.33,0.56,0.38,1.04,0.26,0.47,0.27,0.19,0.54,0.03,1.75,0.16,0.08,-0.25,0.77,0.05,0.28,0.77,1.01,0.71,1.05,1.07,1.51
2021-05-01,0.28,0.69,-0.07,0.27,0.22,0.27,0.23,0.52,0.62,0.14,0.75,0.23,0.06,0.08,0.7,0.47,0.67,0.88,0.78,0.26,0.83,0.21,0.38,0.64,0.22,0.6,0.04,1.48,0.35,0.13,0.3,0.19,-0.01,0.04,0.67,0.51,0.26,0.16,0.0,-0.15
2021-06-01,0.28,0.33,0.33,0.48,0.39,0.09,0.32,0.47,0.71,0.17,0.75,0.37,0.58,0.21,0.43,0.38,0.42,0.65,1.27,-0.07,0.78,-0.18,0.48,0.75,0.29,0.53,0.39,2.0,-0.06,0.11,0.07,0.39,0.05,0.66,0.72,0.4,0.17,0.26,0.6,0.15
2021-07-01,0.98,1.33,0.44,1.32,1.47,0.91,1.1,1.59,1.34,1.14,0.44,0.62,0.62,0.73,0.94,0.93,1.49,0.65,2.19,0.89,1.94,0.91,0.92,1.04,0.65,0.69,1.43,2.04,0.97,1.26,1.45,1.42,1.29,0.53,0.73,1.31,0.9,1.86,0.45,0.89
2021-08-01,0.36,0.69,0.23,0.21,0.16,0.44,0.17,0.16,0.01,0.38,0.49,0.5,0.74,0.09,0.37,-0.01,0.32,0.43,0.59,0.36,0.4,-0.23,0.08,0.57,-0.03,-0.06,0.09,0.53,0.35,0.39,0.01,0.12,-0.03,0.25,-0.12,0.48,0.4,0.05,0.9,0.88
2021-09-01,0.42,-0.46,0.24,0.42,0.38,0.14,0.05,0.15,0.23,-0.08,0.37,0.6,0.19,-0.71,0.12,0.48,0.55,0.59,0.64,-0.09,0.58,0.23,0.31,-0.05,0.12,0.72,-0.55,-0.01,-0.22,-0.59,-1.12,-0.04,-0.38,-0.3,-0.07,0.09,0.41,0.46,-0.15,0.44
2021-10-01,1.65,1.66,1.22,1.3,1.16,0.73,0.98,1.39,1.06,1.02,0.55,0.94,1.9,1.41,1.28,1.03,1.19,0.94,1.67,0.48,1.61,1.52,0.87,1.04,0.87,1.15,1.24,1.57,1.0,1.59,1.54,1.01,0.77,0.83,1.01,1.57,0.77,0.45,1.85,1.02
2021-11-01,0.42,0.38,0.25,0.54,0.43,0.26,0.52,0.33,0.55,0.28,0.21,0.44,0.22,0.21,0.13,0.55,0.41,0.54,0.63,0.27,0.59,0.33,0.44,0.4,0.32,0.29,0.37,0.78,0.4,0.26,0.27,0.18,0.35,0.3,0.35,0.32,0.49,0.5,0.15,0.72
2021-12-01,0.62,0.36,0.77,0.58,0.52,0.47,0.59,0.26,0.17,0.09,0.57,0.27,0.04,0.39,0.73,0.39,0.49,0.52,0.56,0.85,0.74,0.41,0.15,0.82,0.12,0.43,0.53,0.67,0.18,0.43,0.3,0.28,-0.09,0.46,0.53,0.51,0.55,0.4,0.0,0.86
2022-01-01,0.01,-0.12,0.12,0.0,-0.28,-0.72,0.18,-0.03,0.16,0.08,0.13,-0.37,0.28,-0.14,0.2,0.3,0.47,0.06,0.1,-0.47,0.03,-0.1,0.63,0.53,0.16,0.48,0.3,0.05,0.29,0.27,0.27,0.08,-0.18,0.31,-0.19,0.24,0.17,0.2,0.36,0.57
2022-02-01,0.89,0.89,0.59,0.76,0.63,0.68,0.85,0.76,0.71,0.59,0.61,1.0,0.27,0.52,1.73,0.43,0.68,0.43,0.97,0.65,0.84,1.1,0.56,0.82,0.27,0.73,0.63,1.23,0.44,0.28,0.61,0.77,0.23,0.61,1.2,0.61,0.51,0.55,0.72,0.14
2022-03-01,0.24,0.22,0.21,0.29,0.29,-0.09,0.26,0.27,0.09,0.07,0.09,0.37,0.44,-0.22,0.17,0.36,0.42,0.14,0.33,-0.43,0.39,0.28,0.1,0.46,0.13,0.28,-0.02,0.68,0.1,0.33,-0.29,0.35,0.05,0.4,0.49,0.38,0.39,0.64,0.58,0.84
2022-04-01,0.38,0.43,0.18,0.76,0.78,0.44,0.31,0.47,0.8,0.37,0.91,0.24,0.46,0.59,-0.39,0.75,0.36,0.87,0.68,0.47,1.11,0.32,0.21,0.5,0.24,0.31,0.03,1.0,0.51,0.36,-0.05,0.29,0.77,0.29,0.53,0.19,0.49,0.25,0.0,0.84
2022-05-01,0.27,-0.01,0.04,0.22,0.22,0.1,0.14,0.14,0.38,-0.13,0.57,0.1,-0.28,-0.02,0.03,-0.01,0.12,0.29,0.3,0.11,0.25,0.19,0.1,0.3,0.16,0.15,-0.5,0.49,0.02,0.0,0.16,0.1,-0.04,0.11,0.0,0.21,0.09,-0.05,0.29,-0.41
2022-06-01,0.28,0.27,-0.05,0.17,0.12,-0.57,-0.01,0.02,0.28,0.16,0.12,0.05,-0.01,-0.2,0.27,-0.35,0.13,0.17,0.49,-0.63,0.32,0.02,-0.08,0.43,-0.44,0.3,-0.38,0.36,-0.12,-0.03,-0.14,0.03,-0.24,0.36,0.73,0.34,0.2,0.15,0.14,-0.28
2022-07-01,0.66,0.28,0.66,1.29,1.42,1.2,0.88,1.13,0.77,0.51,0.53,0.46,0.86,0.64,0.3,0.6,0.15,0.62,1.28,1.02,2.08,0.58,1.22,0.39,0.71,0.81,0.82,0.41,0.54,0.79,1.49,0.54,0.5,0.56,1.05,0.04,0.19,0.29,0.93,1.25
2022-08-01,0.25,0.02,0.15,0.42,0.35,0.27,0.15,0.11,0.21,0.17,0.24,0.44,-0.23,0.06,0.23,0.26,0.2,0.48,0.45,0.35,0.57,0.14,0.19,0.45,-0.16,0.25,0.02,0.3,0.4,0.24,0.21,0.17,0.19,0.3,0.08,0.24,0.31,0.1,-0.71,0.14
2022-09-01,-0.09,0.06,0.04,0.26,0.29,0.1,0.13,0.22,0.44,0.09,0.2,-0.2,0.03,-0.11,0.26,0.08,0.55,0.21,0.49,0.18,0.35,0.25,-0.34,0.43,0.41,0.48,0.0,0.41,0.17,0.23,-0.19,0.07,-0.01,0.15,0.07,-0.14,0.27,-0.24,-0.14,0.69
2022-10-01,0.23,-0.08,0.09,0.38,0.38,-0.1,-0.01,0.27,0.2,0.07,0.14,0.02,0.54,0.07,-0.72,0.42,-0.27,0.09,0.37,-0.89,0.34,0.05,-0.03,0.12,0.06,0.07,-0.09,0.0,-0.02,0.07,0.35,-0.24,0.2,-0.07,-0.08,-0.17,-0.09,0.0,-0.85,-0.68
2022-11-01,0.19,-0.08,-0.02,0.2,0.26,0.2,0.12,0.12,0.12,0.13,0.3,-0.13,0.04,0.12,-0.08,0.25,0.06,0.25,0.04,0.08,0.32,0.1,-0.04,0.16,0.08,0.12,0.05,0.2,0.19,0.12,0.28,0.28,0.07,0.02,0.34,0.19,0.18,-0.2,-0.29,0.69
2022-12-01,0.09,0.22,0.13,-0.04,0.23,-0.07,0.13,-0.04,0.22,-0.22,-0.02,0.14,-0.14,0.05,0.31,0.01,0.32,0.25,0.36,0.14,0.27,0.14,0.15,0.12,0.03,0.26,-0.05,0.12,-0.07,0.18,0.11,0.16,0.05,0.01,0.15,-0.18,-0.03,0.05,0.43,0.41
2023-01-01,0.38,-0.1,0.82,0.51,0.51,0.47,0.6,0.3,0.24,0.45,0.28,0.32,0.57,0.65,0.05,0.17,-0.15,0.39,0.33,0.38,0.45,0.6,1.49,0.62,0.5,0.52,0.95,0.82,0.76,0.7,0.27,-0.33,0.3,0.28,0.45,-0.13,0.09,-0.34,0.36,0.14
2023-02-01,0.15,-0.13,0.08,0.07,0.21,0.12,0.09,0.06,0.18,0.11,0.24,0.02,-0.18,0.02,0.26,0.09,0.25,0.13,0.3,0.06,0.29,0.22,-0.23,0.2,-0.07,0.21,0.22,0.18,0.16,0.08,0.04,0.36,-0.06,0.2,0.38,0.02,0.08,0.54,1.28,0.41
2023-03-01,0.06,-0.04,0.03,0.27,0.22,0.07,0.08,0.05,0.22,0.08,0.03,-0.03,0.19,0.08,-0.01,0.4,0.03,0.18,0.26,0.06,0.45,0.14,-0.16,0.19,0.01,0.53,0.0,0.33,0.18,0.15,0.14,-0.08,-0.04,0.07,0.26,-0.15,-0.31,-0.24,-1.2,-0.27
2023-04-01,-0.5,-0.08,-0.07,0.11,0.12,0.11,-0.18,0.03,0.31,-0.06,0.84,0.05,0.09,-0.21,0.14,0.17,-0.21,0.34,0.27,0.7,0.03,-0.01,-0.13,0.29,0.09,-0.16,0.29,-0.12,-0.24,0.22,0.07,-0.03,-0.43,0.22,-0.17,0.01,-0.25,-0.29,0.36,0.14
2023-05-01,0.58,0.2,0.01,0.09,0.14,0.2,0.28,0.03,0.35,0.07,0.33,0.01,0.21,0.36,0.47,0.18,0.52,0.05,0.35,0.25,0.19,0.21,-0.02,0.09,0.02,0.1,0.01,0.4,0.08,0.31,0.25,0.62,0.19,0.33,0.39,0.02,-0.13,0.64,0.64,0.27
2023-06-01,0.31,0.13,0.36,0.24,0.33,0.18,0.18,0.35,0.44,0.12,0.44,0.36,0.36,0.32,0.21,0.22,0.15,0.35,0.44,0.28,0.54,0.5,0.31,0.72,0.3,0.61,0.25,0.6,0.2,-0.07,0.47,0.25,0.38,0.66,1.13,0.0,-0.1,0.05,0.56,0.0
2023-07-01,-0.06,-0.22,-0.42,0.2,0.11,-0.11,0.18,0.05,0.07,0.08,0.07,-0.78,-0.01,-0.19,-0.36,0.04,-0.16,0.19,-0.06,0.06,-0.06,-0.02,-0.27,-0.39,0.1,-0.21,0.03,-0.47,-0.08,-0.06,0.38,0.07,-0.12,-0.41,-0.22,-0.46,-0.31,0.0,0.63,0.13
2023-08-01,0.16,-0.01,0.1,0.15,0.27,0.2,0.12,0.21,0.02,0.08,0.35,-0.01,-0.32,0.05,0.34,0.17,0.25,0.18,-0.03,0.07,0.22,0.1,-0.02,0.03,0.08,0.16,0.2,0.05,-0.05,0.56,-0.76,0.08,0.12,0.05,0.23,0.09,0.05,-0.05,0.14,-0.4
2023-09-01,0.05,0.18,0.1,0.08,0.37,0.03,0.22,0.26,0.28,0.14,0.35,-0.07,0.26,0.21,0.53,-0.12,0.33,0.0,0.31,0.13,0.15,0.1,0.09,0.46,0.07,0.35,0.03,0.81,0.13,0.26,0.34,0.3,0.13,0.33,0.14,0.04,0.32,0.44,0.77,0.0
2023-10-01,-0.07,-0.12,-0.2,-0.05,-0.05,0.03,-0.14,-0.05,0.39,-0.05,-1.28,-0.13,-0.48,0.05,-0.51,-0.34,-0.52,0.18,0.18,-0.08,0.26,0.08,-0.15,0.16,0.08,0.26,0.07,0.3,-0.15,0.02,0.1,-0.07,-0.18,-0.17,0.31,-0.24,-0.36,-0.68,0.21,0.54
2023-11-01,0.12,-0.05,0.02,0.19,0.0,0.09,0.06,0.09,0.16,0.03,0.53,0.21,0.04,-0.08,0.21,-0.24,0.1,0.14,0.22,0.27,0.23,0.11,0.16,0.38,0.12,0.1,-0.09,0.24,-0.04,0.17,0.14,0.39,0.06,0.06,0.22,0.0,-0.26,0.05,0.0,0.0
2023-12-01,0.34,0.62,0.19,0.07,0.19,0.18,0.07,0.13,0.23,0.07,0.46,0.26,0.43,-0.02,-0.11,0.36,0.28,0.02,0.06,0.1,0.17,0.19,-0.07,0.14,0.2,0.01,-0.07,0.48,0.04,0.12,0.1,-0.1,0.19,0.1,0.76,0.03,0.24,-0.24,0.48,-0.13
2024-01-01,0.12,0.98,0.04,0.22,0.11,0.48,0.01,0.14,0.03,-0.14,0.99,0.09,0.01,0.09,0.71,-0.09,0.79,0.2,0.25,1.44,0.17,-0.15,-0.2,-0.14,0.23,0.3,0.29,0.04,-0.04,-0.03,-0.13,0.67,0.07,0.21,-0.2,0.47,1.13,1.03,0.14,0.94
2024-02-01,0.2,-0.47,0.11,0.07,0.13,-0.05,0.18,-0.02,0.03,0.05,0.15,0.28,-0.15,-0.01,-0.41,0.43,-0.41,0.05,0.19,-0.16,0.27,0.22,0.16,0.18,0.14,-0.08,0.03,0.47,0.07,0.34,0.85,-0.4,0.08,0.04,0.2,-0.56,-0.6,-0.73,-0.48,-0.8
2024-03-01,0.24,0.04,0.17,0.03,0.23,0.26,0.14,0.39,0.17,0.18,0.14,0.27,0.15,0.44,0.04,0.21,0.14,0.06,0.24,-0.02,0.19,0.06,-0.05,0.53,-0.02,0.17,0.22,-0.15,0.16,0.0,0.04,0.34,0.15,0.29,0.34,-0.05,-0.1,0.15,0.14,0.27
2024-04-01,0.09,-0.24,-0.07,0.08,0.08,-0.12,-0.03,0.09,0.17,-0.26,-0.08,-0.22,0.0,-0.1,0.22,-0.48,-0.21,0.03,-0.02,-0.26,0.15,0.21,-0.08,-0.27,-0.15,0.2,0.09,0.0,0.0,0.24,0.22,-0.03,-0.12,-0.4,0.27,-0.25,-0.43,-0.68,-0.21,-0.27
2024-05-01,0.15,-0.17,0.11,0.18,0.12,0.12,0.06,0.16,0.01,0.05,0.02,0.19,0.26,0.1,-0.08,0.36,-0.15,0.09,0.05,-0.03,0.21,0.07,-0.01,0.22,0.04,0.21,0.49,0.28,0.08,0.45,0.01,0.08,0.03,0.28,0.27,0.05,0.04,0.0,-0.07,0.0
2024-06-01,0.14,-0.15,-0.04,0.11,0.14,0.05,0.09,0.01,0.01,0.21,-0.04,-0.06,-0.11,0.4,0.03,0.24,-0.01,0.11,-0.12,0.07,0.13,0.05,0.17,0.53,-0.01,0.15,0.29,-0.39,0.0,-0.18,0.26,0.05,-0.07,0.06,-0.04,-0.27,-0.26,0.15,-0.28,0.54
2024-07-01,-0.07,0.37,-0.09,0.15,-0.72,0.26,-0.08,0.01,0.19,-0.3,0.03,-0.05,-0.61,-0.55,-0.08,-0.12,0.29,-0.09,0.01,0.12,0.25,-0.06,-0.17,-0.49,0.08,-0.07,0.0,-0.33,0.25,-0.31,-0.29,0.04,-0.02,0.1,0.04,-0.06,0.1,-0.15,0.07,-0.4
2024-08-01,0.11,-0.01,0.04,0.2,1.16,-0.02,0.16,0.04,0.13,0.09,0.09,-0.02,0.55,0.24,0.28,0.05,-0.19,-0.02,0.16,-0.02,0.23,0.1,0.05,0.11,-0.1,0.38,0.21,0.21,0.06,0.25,0.52,0.31,-0.02,0.19,0.24,-0.23,0.0,0.3,0.0,0.94
2024-09-01,0.31,0.11,0.21,0.12,0.19,0.27,0.22,0.04,0.18,-0.01,0.19,0.27,0.18,0.17,0.35,0.26,0.09,0.23,0.2,0.16,0.41,0.19,0.08,0.02,0.27,-0.03,0.34,0.25,0.26,0.14,0.25,0.13,0.02,0.25,0.11,-0.08,-0.09,-0.05,0.35,0.0
2024-10-01,0.1,0.44,0.08,0.15,0.13,0.06,0.05,0.05,-0.34,0.05,-0.04,-1.86,-0.48,0.0,0.44,-0.1,0.1,-2.19,-1.1,0.05,0.13,0.16,-0.04,-0.1,0.04,0.02,0.16,0.15,0.25,0.21,0.07,0.31,-0.01,0.23,0.08,0.04,-0.01,0.2,0.69,-0.27
2024-11-01,0.13,-0.11,0.03,0.15,0.1,0.14,0.11,0.08,0.5,-0.03,0.23,1.5,0.15,0.19,0.19,0.07,0.0,2.08,1.05,-0.01,0.2,0.07,-0.14,0.04,-0.01,0.14,0.18,0.01,-0.08,0.18,-0.15,-0.07,0.05,0.19,0.4,-0.14,0.03,-0.1,-0.34,-0.53
2024-12-01,0.15,-0.39,0.19,0.15,0.08,0.1,0.07,0.0,0.03,-0.06,-0.03,0.37,-0.1,0.11,-0.11,0.04,-0.13,0.0,0.04,0.1,0.21,0.05,0.01,0.02,0.0,0.15,0.23,0.13,0.11,0.03,-0.03,0.05,-0.14,0.04,-0.23,-0.29,0.0,0.05,-0.48,-0.27
2025-01-01,0.21,-0.03,0.23,-0.14,0.03,-0.17,0.35,-0.06,0.31,0.03,0.09,-0.1,-0.59,-0.06,0.0,0.33,0.17,0.32,0.17,0.01,0.24,0.17,0.3,0.29,-0.05,-0.03,-0.03,-0.08,-0.54,-0.11,-1.35,0.22,-0.06,0.14,0.58,0.34,0.51,0.24,0.9,0.4
2025-02-01,0.13,-0.07,0.05,0.14,0.04,-0.03,-0.09,0.03,0.13,-0.21,-0.07,-0.23,0.38,-0.05,0.01,-0.76,-0.18,0.13,-0.07,-0.1,0.01,-0.01,-0.49,-0.07,-0.02,0.05,-0.03,-0.11,0.43,0.04,1.16,-0.16,0.03,-0.08,0.0,-0.25,-0.09,-0.78,0.14,-0.27
2025-03-01,0.11,0.01,-0.08,0.11,-0.0,-0.06,0.06,-0.16,0.04,-0.05,0.04,-0.12,-0.11,0.02,0.18,0.23,-0.1,0.1,0.0,0.0,0.1,0.09,-0.31,-0.08,0.06,-0.02,0.23,0.37,-0.07,0.13,0.27,0.15,-0.1,0.18,0.12,-0.01,0.07,0.3,0.2,-0.13
